,Position,Company,Location,Job URL,Job Description,Skills
70,Global HR Data Analyst Manager,Boston Consulting Group,Gurgaon,"https://www.glassdoor.co.in/job-listing/global-hr-data-analyst-manager-boston-consulting-group-JV_IC2921225_KO0,30_KE31,54.htm?jl=1009669533152","As a Data Analyst within an agile team, you will play a critical role in supporting the Rewards Data Product, a functional data platform that integrates…&hellip;","Power BI, Azure, Kanban, Spark, R"
71,Junior Data Analyst,SPHINXHIRE.AI PRIVATE LIMITED,Remote,"https://www.glassdoor.co.in/job-listing/junior-data-analyst-sphinxhire-ai-private-limited-JV_KO0,19_KE20,49.htm?jl=1009688214299","This role is ideal for someone who enjoys working with data, identifying patterns, and providing insights that support smarter decision-making.&hellip;","Power BI, Microsoft Excel, SQL, Data collection, Communication skills"
72,FP&A Analytics & Digitization Solutions Senior Analyst,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/fpa-analytics-digitization-solutions-senior-analyst-bp-energy-JV_IC2856202_KO0,51_KE52,61.htm?jl=1009677428583","To the users to further Sustain delivery by either delegating or performing the vital support tasks, or, when required, properly raising the matter based on the…&hellip;","Waterfall, SAP, Process improvement, Performance management, Analysis skills"
73,HRIS Reporting Analyst Senior,Gallagher,Pune,"https://www.glassdoor.co.in/job-listing/hris-reporting-analyst-senior-gallagher-JV_IC2856202_KO0,29_KE30,39.htm?jl=1009698531308","How you'll make an impact. Excellent Critical Thinking - Identifying and understanding issues, problems, and opportunities; comparing data from different…&hellip;","Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Oracle, Business intelligence"
74,Performance Analyst - TSI,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/performance-analyst-tsi-bp-energy-JV_IC2856202_KO0,23_KE24,33.htm?jl=1009698891111",Manage daily triage of IRIS tickets and ensure all incoming support requests received within ServiceNow ticketing system are categorized appropriately and…&hellip;,"Power BI, SAP, DevOps, Oil & gas, Analysis skills"
75,Assc Mgr Data Analyst,Optum,Gurgaon,"https://www.glassdoor.co.in/job-listing/assc-mgr-data-analyst-optum-JV_IC2921225_KO0,21_KE22,27.htm?jl=1009663831234",Work on business analysis requests around different business problems. Experience in team handling and client management. Bachelors / 4-year university degree.&hellip;,"Power BI, Business intelligence, Big data, Data structures, R"
76,Senior Data Quality Analyst,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/senior-data-quality-analyst-bp-energy-JV_IC2856202_KO0,27_KE28,37.htm?jl=1009675501157","Project Delivery: Oversees, directs Data Quality Analysts and participates in delivery of data quality activities including profiling, establishing conversion…&hellip;","Power BI, Azure, SAP, R, Oil & gas"
77,ARC Analyst,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/arc-analyst-bp-energy-JV_IC2856202_KO0,11_KE12,21.htm?jl=1009697355998",Resolve or further raise any difficult issues faced. Individuals with an accessibility need may request an adjustment/accommodation related to bp’s recruiting…&hellip;,"SAP, English, Analysis skills, Accounting, General ledger accounting"
78,FP&A Analytics & Digitization Sustain Senior Analyst,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/fpa-analytics-digitization-sustain-senior-analyst-bp-energy-JV_IC2856202_KO0,49_KE50,59.htm?jl=1009675572416","Individuals with an accessibility need may request an adjustment/accommodation related to bp’s recruiting process (e.g., accessing the job application,…&hellip;","Computer science, Waterfall, DevOps, Process improvement, Performance management"
79,AR Analyst,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/ar-analyst-bp-energy-JV_IC2856202_KO0,10_KE11,20.htm?jl=1009696691652","Build, maintain and improve internal and external customer and BP Partner relationships resulting in positive customer experiences that drives improved customer…&hellip;","Microsoft Excel, SAP, Scripting, B2B, Account management"
80,Senior Analyst - Property,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/senior-analyst-property-bp-energy-JV_IC2856202_KO0,23_KE24,33.htm?jl=1009684934927","Diversity sits at the heart of our company and as an equal opportunity employer, we stay true to our mission by ensuring that our place can be anyone's place.&hellip;","Microsoft Powerpoint, Asset management, Accounts receivable, Contract management, Microsoft Outlook"
81,Business ARC Analyst,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/business-arc-analyst-bp-energy-JV_IC2856202_KO0,20_KE21,30.htm?jl=1009697617982","If you would like to request an adjustment/accommodation related to the recruitment process, please contact us. This covers Key Decisions and to what extent?&hellip;","SAP, English, Accounting, General ledger accounting, Financial accounting"
82,Data Analyst,Shubh Shree Mercandise Pvt Ltd,Remote,"https://www.glassdoor.co.in/job-listing/data-analyst-shubh-shree-mercandise-pvt-ltd-JV_KO0,12_KE13,43.htm?jl=1009643500314",*Impactful Work:* Develop tools that enhance productivity and planning for a diverse range of users. Collaborate with the design team to enhance the visual and…&hellip;,"Microsoft Excel, Data analysis skills"
83,FP&A Analytics & Digitization Solution delivery project Senior Analyst,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/fpa-analytics-digitization-solution-delivery-project-senior-analyst-bp-energy-JV_IC2856202_KO0,67_KE68,77.htm?jl=1009678415492","Individuals with an accessibility need may request an adjustment/accommodation related to bp’s recruiting process (e.g., accessing the job application,…&hellip;","Computer science, Azure, Waterfall, Software deployment, DevOps"
84,Senior Data Analyst,Valeo,Chennai,"https://www.glassdoor.co.in/job-listing/senior-data-analyst-valeo-JV_IC2833209_KO0,19_KE20,25.htm?jl=1009254989511",Identifying and defining complex business problems that can benefit from data-driven solutions. Use data to inform strategic decision-making processes within…&hellip;,"Analysis skills, Machine learning"
85,Junior Data Analyst,Vista Driveline Motors Pvt Ltd,Eramalloor,"https://www.glassdoor.co.in/job-listing/junior-data-analyst-vista-driveline-motors-pvt-ltd-JV_IC4469191_KO0,19_KE20,50.htm?jl=1009699914544",Business Data Analysis and interpretation on daily basis. Good in Google Spreadsheet and Google Looker Studio and Dash Board creation.&hellip;,"Data analysis skills, SQL, Analysis skills, Agile, Python"
86,Data Analytics Intern (Fresher),Suventure Services,Remote,"https://www.glassdoor.co.in/job-listing/data-analytics-intern-fresher-suventure-services-JV_KO0,29_KE30,48.htm?jl=1009675701818","This internship is ideal for freshers who have a keen interest in data analysis, visualization, and business intelligence.&hellip;","Power BI, Business intelligence, R, Tableau, SQL"
87,Data Analyst (0 - 1 year),Big Rattle Technologies,India,"https://www.glassdoor.co.in/job-listing/data-analyst-01-year-big-rattle-technologies-JV_KO0,20_KE21,44.htm?jl=1009522891715","The primary responsibilities of this role include labeling and annotating images, summarizing data using Excel, and supporting the data management needs of our…&hellip;","Machine learning, Data entry, Data science, AI, Communication skills"
88,Data Analyst Trainee,JASP Labs,Visakhapatnam,"https://www.glassdoor.co.in/job-listing/data-analyst-trainee-jasp-labs-JV_IC2879606_KO0,20_KE21,30.htm?jl=1008378052387","This is an entry-level position post 4 months training for fresher, he/she would be exposed to multiple roles which involve client interaction and assisting…&hellip;","Databases, SQL, Communication skills, Data warehouse"
89,: Data Analyst,Dicetek LLC,Remote,"https://www.glassdoor.co.in/job-listing/data-analyst-dicetek-llc-JV_KO0,12_KE13,24.htm?jl=1009692466668","Proven working experience in data analysis. Technical proficiency regarding database design development, data models, techniques for data mining, and…&hellip;","Statistics, Computer science, MATLAB, Power BI, Microsoft Excel"
90,"Manager Software Engineering-DevOps, Java, AWS",Optum,Gurgaon,"https://www.glassdoor.co.in/job-listing/manager-software-engineering-devops-java-aws-optum-JV_IC2921225_KO0,44_KE45,50.htm?jl=1009697147378","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","CI/CD, Cloud infrastructure, Azure, Kubernetes, DevOps"
91,Development Operations (DevOps) Engineer - India,ClearSource,Noida,"https://www.glassdoor.co.in/job-listing/development-operations-devops-engineer-india-clearsource-JV_IC4477468_KO0,44_KE45,56.htm?jl=1009641268772","Stay updated with the latest industry trends, tools, and best practices in DevOps and cloud technologies. Monitor system performance, troubleshoot issues, and…&hellip;","CI/CD, Azure, Kubernetes, Ansible, DevOps"
92,Junior Devops Lab Engineer,KodeKloud,Remote,"https://www.glassdoor.co.in/job-listing/junior-devops-lab-engineer-kodekloud-JV_KO0,26_KE27,36.htm?jl=1009506274458","Ultimately, you will help us create and maintain our lab infrastructure, create new lab environments and even assist with some content creation.&hellip;","System administration, Azure, Kubernetes, Ansible, DevOps"
93,DevOps Engineer,QuantumBricks,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-quantumbricks-JV_KO0,15_KE16,29.htm?jl=1009648642016",*Security*: Implement and monitor security practices in cloud infrastructure and development workflows to ensure compliance with industry standards.&hellip;,"CI/CD, Cloud infrastructure, Azure, Go, Software troubleshooting"
94,AWS DevOps Engineer,Arccus Inc,Remote,"https://www.glassdoor.co.in/job-listing/aws-devops-engineer-arccus-inc-JV_KO0,19_KE20,30.htm?jl=1009698784887","I expect, given the time crunch, that there will be a need to work off limited requirements documentation. They’ll need to be comfortable with this.&hellip;","Microsoft SQL Server, SQL, AWS, Accounting, Agile"
95,DevOps Engineer,Anodelabs Pvt Ltd,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-anodelabs-pvt-ltd-JV_KO0,15_KE16,33.htm?jl=1009668758054","Implement monitoring, logging, and alerting solutions for system reliability. Enhance system security and compliance with DevOps best practices.&hellip;","CI/CD, Cloud infrastructure, Azure, Kubernetes, Ansible"
96,DevOps Engineer,ORCA - Lean Digital Solutions,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-orca-lean-digital-solutions-JV_KO0,15_KE16,43.htm?jl=1009699293701","CI/CD: 3 years (Preferred). We are looking for a skilled *DevOps Engineer* with hands-on experience in *AWS (EC2, S3), MongoDB*, and *GitLab* to join our…&hellip;","CI/CD, Cloud infrastructure, Software troubleshooting, Kubernetes, Ansible"
97,DevOps Engineer,Velectico Consulting Pvt Ltd,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-velectico-consulting-pvt-ltd-JV_KO0,15_KE16,44.htm?jl=1009683326136","Collaborate with development teams to design, build, and maintain efficient development environments. The ideal candidate will have expertise in automating and…&hellip;","CI/CD, Azure, Kubernetes, Ansible, DevOps"
98,DevOps Engineer,Perception and Quant,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-perception-and-quant-JV_KO0,15_KE16,36.htm?jl=1009689788106","If he knows and can maintain all the infra from “Terraform”, then it’s the absolute best for us. Should be able to dockerize (containerize) Job scripts, product…&hellip;","CI/CD, Kubernetes, Load balancing, Fedora, Terraform"
99,"Staff Engineer, DevOps",Nagarro,Remote,"https://www.glassdoor.co.in/job-listing/staff-engineer-devops-nagarro-JV_KO0,21_KE22,29.htm?jl=1009013386747","Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…&hellip;",No skills listed
100,Senior DevOps Engineer,Hanker Systems India,Remote,"https://www.glassdoor.co.in/job-listing/senior-devops-engineer-hanker-systems-india-JV_KO0,22_KE23,43.htm?jl=1009688784492",Shift Timings- 2PM to 11PM. Person can have more than 10+ years of total experience with 8+ years of relevant experience in Devops.&hellip;,"DevOps, C#, .NET, Java, Terraform"
101,DevOps Architect,WTW,Mumbai,"https://www.glassdoor.co.in/job-listing/devops-architect-wtw-JV_IC2851180_KO0,16_KE17,20.htm?jl=1009499817607","5 to 7 Years of Information Technology Experience 3 years of experience as a DevOps/SCM engineer. Provide design, implementation guidance and tutoring as…&hellip;","Cloud infrastructure, Azure, Kubernetes, DevOps, PaaS"
102,DevOps Engineer,Apping Technology India,Ahmedabad,"https://www.glassdoor.co.in/job-listing/devops-engineer-apping-technology-india-JV_IC2935226_KO0,15_KE16,39.htm?jl=1009699868792","Assist in implementing best practices for security, monitoring, and alerting for AKS and containerized environments. Job Types: Full-time, Permanent.&hellip;","CI/CD, Azure, Kubernetes, Ansible, Software deployment"
103,Devops(Ubuntu) Engineer,Capgemini Engineering,Bengaluru,"https://www.glassdoor.co.in/job-listing/devops-ubuntu-engineer-capgemini-engineering-JV_IC2940587_KO0,22_KE23,44.htm?jl=1009695391421",The software engineer collaborates and acts as team player with other software engineers and stakeholders. The software engineer builds skills and expertise of…&hellip;,"Research, Administrative experience, Ubuntu, Research & development, Communication skills"
104,DevOps Engineer,Wipro Limited,Hyderābād,"https://www.glassdoor.co.in/job-listing/devops-engineer-wipro-limited-JV_IC2865319_KO0,15_KE16,29.htm?jl=1009698908176",Build and engineer the DevOps tool as per the customization suggested by the client. Provide customer support/ service on the DevOps tools.&hellip;,"CI/CD, Continuous integration"
105,DevOps Engineer - VivaOps,InOrg Global,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-vivaops-inorg-global-JV_KO0,23_KE24,36.htm?jl=1009588005825","Our deep expertise in GitLab enables clients to unlock the full potential of their development pipelines, driving efficiency, innovation, and competitive…&hellip;","CI/CD, Cloud infrastructure, Azure, Software deployment, DevOps"
106,Senior Platform (DevOps) Engineer,A2Z Hire,Remote,"https://www.glassdoor.co.in/job-listing/senior-platform-devops-engineer-a2z-hire-JV_KO0,31_KE32,40.htm?jl=1009698297920","Familiarity with API design: and an understanding of REST, gRPC, and GraphQL. Networking and communication – Working knowledge of the OSI model and an ability…&hellip;","CI/CD, TCP, DevOps, Git, SQL"
107,DevOps Engineer,Sai BioCare Pvt. Ltd.,Bhubaneshwar,"https://www.glassdoor.co.in/job-listing/devops-engineer-sai-biocare-pvt-ltd-JV_IC4469444_KO0,15_KE16,35.htm?jl=1009687174431","Develop Automation Scripts for Systems Administration, Deployment and Configuration of Linux Servers, Developer Desktops and Automate Operational Tasks.&hellip;","CI/CD, Cloud infrastructure, AWS, CentOS, Linux"
108,DevOps Engineer,DigiRecruitx,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-digirecruitx-JV_KO0,15_KE16,28.htm?jl=1009670146819",CTC: *1000-1500 USD per month. Ensuring the smooth operation of our development processes with infrastructure. Utilize Ansible for configuration management.&hellip;,"CI/CD, Kubernetes, Ansible, DevOps, Configuration management"
109,DevOps Engineer,Luxoft,Bengaluru,"https://www.glassdoor.co.in/job-listing/devops-engineer-luxoft-JV_IC2940587_KO0,15_KE16,22.htm?jl=1009700225289","Our team is also responsible to also drive Engineering Governance, Continuous Delivery, and key technological simplification pillars such as Cloud and Payments…&hellip;","CI/CD, Cloud architecture, DevOps, Test automation, Selenium"
110,"DevOps Engineer, AS",Deutsche Bank,Pune,"https://www.glassdoor.co.in/job-listing/devops-engineer-as-deutsche-bank-JV_IC2856202_KO0,18_KE19,32.htm?jl=1009699804687",You will help to deliver innovative and impactful technical solutions that ensure the bank’s global network infrastructure is managed securely and efficiently.&hellip;,"CI/CD, Software deployment, Cucumber (software testing tool), DevOps, Test automation"
111,Senior DevOps Engineer,Luxoft,Remote,"https://www.glassdoor.co.in/job-listing/senior-devops-engineer-luxoft-JV_KO0,22_KE23,29.htm?jl=1009700131845","Automate deployment and monitoring tasks using industry-standard tools like Jenkins, Ansible, or similar. Ensure that access control policies and procedures are…&hellip;","JBoss, CI/CD, Cloud infrastructure, System administration, Software troubleshooting"
